id_evento,fecha_hora,producto,stock,sucursal,categoria,unidad,costo_unitario
I-7A073365CE,2026-09-11 18:06:36,Macaron mixto,68,Sur,Petit fours,pza,10.0
I-03C93E1514,2026-09-11 18:06:37,Rol de canela,76,Norte,Viennoiserie,pza,15.0
I-179ABCCF93,2026-09-11 18:06:38,Rol de canela,71,Plaza Obelie,Viennoiserie,pza,15.0
I-9F55E086BE,2026-09-11 18:06:38,Rol de canela,64,Plaza Obelie,Viennoiserie,pza,15.0
I-B51BB7299C,2026-09-11 18:06:39,Baguette tradicional,105,Centro,Panaderia,pza,9.0
I-F3FB5D93E6,2026-09-11 18:06:39,Croissant de almendra,93,Centro,Viennoiserie,pza,18.0
I-6B721512EB,2026-09-11 18:06:40,Cheesecake de frutos rojos,60,Plaza Obelie,Pasteles,pza,170.0
I-C5450AE4F6,2026-09-11 18:06:41,Cheesecake de frutos rojos,58,Plaza Obelie,Pasteles,pza,170.0
I-FFD9585C17,2026-09-11 18:06:41,Brownie nogada,64,Sur,Reposteria,pza,20.0
I-DADB6D3F81,2026-09-11 18:06:42,Cheesecake de frutos rojos,71,Sur,Pasteles,pza,170.0
I-7040F2A59A,2026-09-11 18:06:42,Galleta de mantequilla,105,Norte,Reposteria,pza,6.0
I-9F181FFD6C,2026-09-11 18:06:43,Tarta de frutas,49,Sur,Pasteles,pza,155.0
I-9B3CC9E2D7,2026-09-11 18:06:43,Galleta de mantequilla,39,Plaza Obelie,Reposteria,pza,6.0
I-F922F68A98,2026-09-11 18:06:44,Croissant de almendra,107,Norte,Viennoiserie,pza,18.0
I-63DAD4B2EC,2026-09-11 18:06:45,Croissant de almendra,88,Sur,Viennoiserie,pza,18.0
I-A073907981,2026-09-11 18:06:45,Galleta de mantequilla,106,Sur,Reposteria,pza,6.0
I-B7732AB097,2026-09-11 18:06:46,Baguette tradicional,54,Plaza Obelie,Panaderia,pza,9.0
I-CB3964446E,2026-09-11 18:06:47,Galleta de mantequilla,107,Sur,Reposteria,pza,6.0
I-84C2AF15FB,2026-09-11 18:06:47,Tarta de frutas,92,Plaza Obelie,Pasteles,pza,155.0
I-0CF21E9A8E,2026-09-11 18:06:48,Pastel de chocolate,137,Centro,Pasteles,pza,150.0
I-0D7132B70D,2026-09-11 18:06:48,Brownie nogada,33,Centro,Reposteria,pza,20.0
I-0EDF921039,2026-09-11 18:06:49,Rol de canela,8,Sur,Viennoiserie,pza,15.0
I-FF0EF8DE96,2026-09-11 18:06:49,Galleta de mantequilla,82,Centro,Reposteria,pza,6.0
I-B37E46AAB7,2026-09-11 18:06:50,Cheesecake de frutos rojos,72,Norte,Pasteles,pza,170.0
I-14197AA961,2026-09-11 18:06:50,Eclair de cafe,85,Sur,Petit fours,pza,16.0
I-84F99176D7,2026-09-11 18:06:51,Eclair de cafe,83,Sur,Petit fours,pza,16.0
I-9F16CB3CDD,2026-09-11 18:06:52,Croissant de almendra,88,Centro,Viennoiserie,pza,18.0
I-F7EC73B542,2026-09-11 18:06:52,Tarta de frutas,99,Norte,Pasteles,pza,155.0
I-20512FCD5B,2026-09-11 18:06:53,Cheesecake de frutos rojos,78,Norte,Pasteles,pza,170.0
I-66CBDDFD34,2026-09-11 18:06:53,Tarta de frutas,93,Plaza Obelie,Pasteles,pza,155.0
I-E151EEC21A,2026-09-11 18:06:54,Cheesecake de frutos rojos,79,Norte,Pasteles,pza,170.0
I-DB509DA123,2026-09-11 18:06:54,Eclair de cafe,90,Sur,Petit fours,pza,16.0
I-F69CFC2C8E,2026-09-11 18:06:55,Tarta de frutas,55,Sur,Pasteles,pza,155.0
I-479CADDD9A,2026-09-11 18:06:56,Pastel de chocolate,50,Sur,Pasteles,pza,150.0
I-EC33982667,2026-09-11 18:06:56,Baguette tradicional,101,Centro,Panaderia,pza,9.0
I-91D72D501A,2026-09-11 18:06:57,Tarta de frutas,61,Sur,Pasteles,pza,155.0
I-82F632CAA9,2026-09-11 18:06:58,Pastel de chocolate,54,Plaza Obelie,Pasteles,pza,150.0
I-F855F45A44,2026-09-11 18:06:59,Croissant de almendra,70,Plaza Obelie,Viennoiserie,pza,18.0
I-4A28F73E71,2026-09-11 18:06:59,Brownie nogada,25,Centro,Reposteria,pza,20.0
I-C619A09338,2026-09-11 18:07:00,Galleta de mantequilla,116,Sur,Reposteria,pza,6.0
I-CD266EB616,2026-09-11 18:07:00,Cheesecake de frutos rojos,50,Plaza Obelie,Pasteles,pza,170.0
I-08F88C1DCE,2026-09-11 18:07:01,Macaron mixto,48,Plaza Obelie,Petit fours,pza,10.0
I-0DC3F4976F,2026-09-11 18:07:02,Brownie nogada,23,Centro,Reposteria,pza,20.0
I-937AA7AAF4,2026-09-11 18:07:02,Eclair de cafe,79,Centro,Petit fours,pza,16.0
I-DC1E1D0379,2026-09-11 18:07:03,Galleta de mantequilla,41,Plaza Obelie,Reposteria,pza,6.0
I-1D2788F9BC,2026-09-11 18:07:03,Galleta de mantequilla,123,Sur,Reposteria,pza,6.0
I-76E500F040,2026-09-11 18:07:04,Brownie nogada,41,Plaza Obelie,Reposteria,pza,20.0
I-DE61DA9AA1,2026-09-11 18:07:05,Rol de canela,87,Norte,Viennoiserie,pza,15.0
I-495CBF758F,2026-09-11 18:07:05,Pastel de chocolate,54,Plaza Obelie,Pasteles,pza,150.0
I-8D95A2D8BA,2026-09-11 18:07:06,Eclair de cafe,73,Plaza Obelie,Petit fours,pza,16.0
I-7F6551F62D,2026-09-11 18:07:06,Tarta de frutas,93,Plaza Obelie,Pasteles,pza,155.0
I-F1A160AE3F,2026-09-11 18:07:07,Brownie nogada,46,Norte,Reposteria,pza,20.0
I-0A0DA0C9DE,2026-09-11 18:07:08,Rol de canela,0,Sur,Viennoiserie,pza,15.0
I-2BF91B0921,2026-09-11 18:07:08,Galleta de mantequilla,117,Norte,Reposteria,pza,6.0
I-B42853428B,2026-09-11 18:07:09,Baguette tradicional,110,Centro,Panaderia,pza,9.0
I-58988D202E,2026-09-11 18:07:10,Brownie nogada,76,Sur,Reposteria,pza,20.0
I-926D66F638,2026-09-11 18:07:10,Macaron mixto,64,Norte,Petit fours,pza,10.0
I-6154C4A8DA,2026-09-11 18:07:11,Galleta de mantequilla,42,Plaza Obelie,Reposteria,pza,6.0
I-7D7490BF2A,2026-09-11 18:07:11,Eclair de cafe,88,Sur,Petit fours,pza,16.0
I-1C519D96F3,2026-09-11 18:07:12,Eclair de cafe,56,Norte,Petit fours,pza,16.0
I-0223BADF4E,2026-09-11 18:07:12,Cheesecake de frutos rojos,75,Sur,Pasteles,pza,170.0
I-95142171E2,2026-09-11 18:07:13,Tarta de frutas,57,Centro,Pasteles,pza,155.0
I-D11D16B2B9,2026-09-11 18:07:13,Brownie nogada,41,Norte,Reposteria,pza,20.0
I-F3A77D6FBC,2026-09-11 18:07:14,Brownie nogada,36,Plaza Obelie,Reposteria,pza,20.0
I-F8C834F86B,2026-09-11 18:07:15,Galleta de mantequilla,124,Sur,Reposteria,pza,6.0
I-0DF30F2C78,2026-09-11 18:07:15,Cheesecake de frutos rojos,83,Norte,Pasteles,pza,170.0
I-840BF5A093,2026-09-11 18:07:16,Eclair de cafe,77,Centro,Petit fours,pza,16.0
I-D5B1A4CFB7,2026-09-11 18:07:17,Tarta de frutas,85,Plaza Obelie,Pasteles,pza,155.0
I-40C93ED204,2026-09-11 18:07:17,Pastel de chocolate,22,Norte,Pasteles,pza,150.0
I-60705BF043,2026-09-11 18:07:18,Galleta de mantequilla,135,Sur,Reposteria,pza,6.0
I-86015134ED,2026-09-11 18:07:18,Baguette tradicional,113,Centro,Panaderia,pza,9.0
I-F8D7960DAD,2026-09-11 18:07:19,Brownie nogada,85,Sur,Reposteria,pza,20.0
I-CFA6D296A5,2026-09-11 18:07:19,Galleta de mantequilla,47,Plaza Obelie,Reposteria,pza,6.0
I-DA589360D8,2026-09-11 18:07:20,Macaron mixto,79,Sur,Petit fours,pza,10.0
I-0D265C38DB,2026-09-11 18:07:21,Rol de canela,66,Plaza Obelie,Viennoiserie,pza,15.0
I-0A9F40F04D,2026-09-11 18:07:21,Galleta de mantequilla,81,Centro,Reposteria,pza,6.0
I-C30F242208,2026-09-11 18:07:22,Pastel de chocolate,66,Plaza Obelie,Pasteles,pza,150.0
I-DCE310E61E,2026-09-11 18:07:22,Cheesecake de frutos rojos,32,Centro,Pasteles,pza,170.0
I-71B47A2A9F,2026-09-11 18:07:22,Tarta de frutas,65,Sur,Pasteles,pza,155.0
I-72F57D13F1,2026-09-11 18:07:23,Eclair de cafe,85,Plaza Obelie,Petit fours,pza,16.0
I-A6C07732C1,2026-09-11 18:07:24,Croissant de almendra,93,Centro,Viennoiserie,pza,18.0
I-9452A68B51,2026-09-11 18:07:24,Brownie nogada,22,Centro,Reposteria,pza,20.0
I-2135D40224,2026-09-11 18:07:24,Cheesecake de frutos rojos,26,Centro,Pasteles,pza,170.0
I-8C7904FAB5,2026-09-11 18:07:25,Macaron mixto,82,Centro,Petit fours,pza,10.0
I-BC83D20A44,2026-09-11 18:07:25,Brownie nogada,27,Centro,Reposteria,pza,20.0
I-25752A41CD,2026-09-11 18:07:26,Brownie nogada,48,Plaza Obelie,Reposteria,pza,20.0
I-CD5A0616AE,2026-09-11 18:07:27,Baguette tradicional,69,Sur,Panaderia,pza,9.0
I-EC79A4A660,2026-09-11 18:07:27,Rol de canela,8,Sur,Viennoiserie,pza,15.0
I-F67B8B9388,2026-09-11 18:07:28,Rol de canela,64,Plaza Obelie,Viennoiserie,pza,15.0
I-96E2D86785,2026-09-11 18:07:28,Galleta de mantequilla,129,Sur,Reposteria,pza,6.0
I-D6631AACFC,2026-09-11 18:07:29,Galleta de mantequilla,114,Norte,Reposteria,pza,6.0
I-A982247D5F,2026-09-11 18:07:29,Pastel de chocolate,47,Sur,Pasteles,pza,150.0
I-4CAA8E49BA,2026-09-11 18:07:30,Brownie nogada,20,Centro,Reposteria,pza,20.0
I-994DF11B48,2026-09-11 18:07:31,Brownie nogada,26,Centro,Reposteria,pza,20.0
I-DB2AFA7B66,2026-09-11 18:07:32,Galleta de mantequilla,119,Norte,Reposteria,pza,6.0
I-A3986CE574,2026-09-11 18:07:32,Brownie nogada,22,Centro,Reposteria,pza,20.0
I-BAE4EB397F,2026-09-11 18:07:33,Tarta de frutas,98,Norte,Pasteles,pza,155.0
I-1DB38890A5,2026-09-11 18:07:33,Eclair de cafe,61,Norte,Petit fours,pza,16.0
I-D038D0374F,2026-09-11 18:07:34,Eclair de cafe,76,Centro,Petit fours,pza,16.0
I-0F35669438,2026-09-11 18:07:35,Cheesecake de frutos rojos,52,Plaza Obelie,Pasteles,pza,170.0
I-B8D706CC40,2026-09-11 18:07:35,Pastel de chocolate,14,Norte,Pasteles,pza,150.0
I-62C4AE27B5,2026-09-11 18:07:36,Pastel de chocolate,131,Centro,Pasteles,pza,150.0
I-A210C9B928,2026-09-11 18:07:36,Macaron mixto,77,Sur,Petit fours,pza,10.0
I-87F06516C9,2026-09-11 18:07:37,Tarta de frutas,63,Centro,Pasteles,pza,155.0
I-59AA749963,2026-09-11 18:07:37,Croissant de almendra,87,Centro,Viennoiserie,pza,18.0
I-E0449F4D48,2026-09-11 18:07:38,Pastel de chocolate,128,Centro,Pasteles,pza,150.0
I-86B8E728A5,2026-09-11 18:07:38,Galleta de mantequilla,138,Sur,Reposteria,pza,6.0
I-2648261D7C,2026-09-11 18:07:39,Galleta de mantequilla,77,Centro,Reposteria,pza,6.0
I-1B7D9DCED5,2026-09-11 18:07:40,Croissant de almendra,67,Plaza Obelie,Viennoiserie,pza,18.0
I-71843BFF14,2026-09-11 18:07:40,Croissant de almendra,86,Sur,Viennoiserie,pza,18.0
I-40A0CB37E1,2026-09-11 18:07:41,Baguette tradicional,125,Norte,Panaderia,pza,9.0
I-59C15B7721,2026-09-11 18:07:41,Tarta de frutas,64,Sur,Pasteles,pza,155.0
I-DDBD9C123D,2026-09-11 18:07:42,Baguette tradicional,76,Sur,Panaderia,pza,9.0
I-583D336EA5,2026-09-11 18:07:43,Macaron mixto,72,Sur,Petit fours,pza,10.0
I-A3AABF8D9B,2026-09-11 18:07:43,Galleta de mantequilla,129,Norte,Reposteria,pza,6.0
I-4E1E9F3E57,2026-09-11 18:07:44,Macaron mixto,61,Norte,Petit fours,pza,10.0
I-709C00556E,2026-09-11 18:07:44,Baguette tradicional,118,Norte,Panaderia,pza,9.0
I-5ADBB514F3,2026-09-11 18:07:45,Galleta de mantequilla,50,Plaza Obelie,Reposteria,pza,6.0
I-C32256C8BC,2026-09-11 18:07:46,Croissant de almendra,110,Norte,Viennoiserie,pza,18.0
I-175301982B,2026-09-11 18:07:46,Pastel de chocolate,122,Centro,Pasteles,pza,150.0
I-287D3CDAA9,2026-09-11 18:07:47,Croissant de almendra,75,Plaza Obelie,Viennoiserie,pza,18.0
I-65ABBD14B8,2026-09-11 18:07:47,Tarta de frutas,59,Sur,Pasteles,pza,155.0
I-43EA33B71D,2026-09-11 18:07:48,Baguette tradicional,106,Centro,Panaderia,pza,9.0
I-8934CF19AC,2026-09-11 18:07:49,Macaron mixto,54,Plaza Obelie,Petit fours,pza,10.0
I-4CC856A12B,2026-09-11 18:07:49,Rol de canela,34,Centro,Viennoiserie,pza,15.0
I-D6B765462D,2026-09-11 18:07:50,Eclair de cafe,86,Plaza Obelie,Petit fours,pza,16.0
I-60363C21D9,2026-09-11 18:07:51,Eclair de cafe,87,Centro,Petit fours,pza,16.0
I-828D542837,2026-09-11 18:07:51,Cheesecake de frutos rojos,54,Plaza Obelie,Pasteles,pza,170.0
I-E9F5BC0510,2026-09-11 18:07:52,Eclair de cafe,55,Norte,Petit fours,pza,16.0
I-4BA3703D31,2026-09-11 18:07:53,Macaron mixto,91,Centro,Petit fours,pza,10.0
I-F75DB28DD1,2026-09-11 18:07:53,Galleta de mantequilla,127,Norte,Reposteria,pza,6.0
I-51063DA473,2026-09-11 18:07:54,Macaron mixto,84,Centro,Petit fours,pza,10.0
I-49162DA55A,2026-09-11 18:07:54,Eclair de cafe,95,Sur,Petit fours,pza,16.0
I-1801D5DB51,2026-09-11 18:07:55,Brownie nogada,45,Norte,Reposteria,pza,20.0
I-41EB4D95CA,2026-09-11 18:07:55,Rol de canela,20,Sur,Viennoiserie,pza,15.0
I-EE01863C9C,2026-09-11 18:07:56,Pastel de chocolate,76,Plaza Obelie,Pasteles,pza,150.0
I-ACFD1A2228,2026-09-11 18:07:56,Croissant de almendra,92,Sur,Viennoiserie,pza,18.0
I-E17DC11189,2026-09-11 18:07:57,Tarta de frutas,96,Norte,Pasteles,pza,155.0
I-EFAE6A27D9,2026-09-11 18:07:58,Galleta de mantequilla,143,Sur,Reposteria,pza,6.0
I-4A760CDDDB,2026-09-11 18:07:58,Brownie nogada,80,Sur,Reposteria,pza,20.0
I-BC177A6EA3,2026-09-11 18:07:59,Cheesecake de frutos rojos,85,Norte,Pasteles,pza,170.0
I-F1F21FB701,2026-09-11 18:07:59,Macaron mixto,54,Norte,Petit fours,pza,10.0
I-825AF69A95,2026-09-11 18:08:00,Pastel de chocolate,46,Sur,Pasteles,pza,150.0
I-E65402A7FA,2026-09-11 18:08:00,Baguette tradicional,100,Centro,Panaderia,pza,9.0
I-5DB952ABB4,2026-09-11 18:08:01,Croissant de almendra,119,Norte,Viennoiserie,pza,18.0
I-ABB7FF6F5D,2026-09-11 18:08:01,Baguette tradicional,52,Plaza Obelie,Panaderia,pza,9.0
I-019F6795E7,2026-09-11 18:08:02,Croissant de almendra,114,Norte,Viennoiserie,pza,18.0
I-25CE9D3851,2026-09-11 18:08:02,Tarta de frutas,70,Sur,Pasteles,pza,155.0
I-38AF891309,2026-09-11 18:08:03,Brownie nogada,30,Centro,Reposteria,pza,20.0
I-C375B22417,2026-09-11 18:08:04,Croissant de almendra,75,Plaza Obelie,Viennoiserie,pza,18.0
I-596A0BAE9B,2026-09-11 18:08:04,Brownie nogada,40,Norte,Reposteria,pza,20.0
I-40147238F0,2026-09-11 18:08:05,Galleta de mantequilla,79,Centro,Reposteria,pza,6.0
I-A543F3DDE4,2026-09-11 18:08:05,Brownie nogada,51,Plaza Obelie,Reposteria,pza,20.0
I-96F3F828F3,2026-09-11 18:08:06,Baguette tradicional,94,Centro,Panaderia,pza,9.0
I-48C865D1B4,2026-09-11 18:08:06,Eclair de cafe,93,Sur,Petit fours,pza,16.0
I-05FDC7FDCD,2026-09-11 18:08:07,Brownie nogada,62,Plaza Obelie,Reposteria,pza,20.0
I-9E7922E521,2026-09-11 18:08:08,Tarta de frutas,95,Plaza Obelie,Pasteles,pza,155.0
I-21ED93C16B,2026-09-11 18:08:08,Cheesecake de frutos rojos,52,Plaza Obelie,Pasteles,pza,170.0
I-8D74B549B0,2026-09-11 18:08:09,Tarta de frutas,57,Centro,Pasteles,pza,155.0
I-AA74450A22,2026-09-11 18:08:10,Eclair de cafe,84,Centro,Petit fours,pza,16.0
I-A2BD406FDF,2026-09-11 18:08:10,Rol de canela,87,Norte,Viennoiserie,pza,15.0
I-E9DA97B42D,2026-09-11 18:08:11,Galleta de mantequilla,71,Centro,Reposteria,pza,6.0
I-0765AF1021,2026-09-11 18:08:11,Croissant de almendra,74,Plaza Obelie,Viennoiserie,pza,18.0
I-982C7B2461,2026-09-11 18:08:12,Macaron mixto,66,Sur,Petit fours,pza,10.0
I-2943AA1CA7,2026-09-11 18:08:12,Baguette tradicional,120,Norte,Panaderia,pza,9.0
I-C4B950E90B,2026-09-11 18:08:13,Pastel de chocolate,133,Centro,Pasteles,pza,150.0
I-C5CD9B4849,2026-09-11 18:08:13,Rol de canela,21,Sur,Viennoiserie,pza,15.0
I-79694D6EB2,2026-09-11 18:08:14,Rol de canela,64,Plaza Obelie,Viennoiserie,pza,15.0
I-D087510EFB,2026-09-11 18:08:14,Pastel de chocolate,54,Sur,Pasteles,pza,150.0
I-C9AC070A57,2026-09-11 18:08:15,Pastel de chocolate,50,Sur,Pasteles,pza,150.0
I-9A274C0FF2,2026-09-11 18:08:16,Cheesecake de frutos rojos,26,Centro,Pasteles,pza,170.0
I-9EC91F4DDB,2026-09-11 18:08:16,Rol de canela,31,Centro,Viennoiserie,pza,15.0
I-020F407AF5,2026-09-11 18:08:16,Brownie nogada,33,Centro,Reposteria,pza,20.0
I-7D925ED1F3,2026-09-11 18:08:17,Eclair de cafe,103,Sur,Petit fours,pza,16.0
I-6588A6F014,2026-09-11 18:08:18,Brownie nogada,78,Sur,Reposteria,pza,20.0
I-5629FD6BFD,2026-09-11 18:08:18,Croissant de almendra,123,Norte,Viennoiserie,pza,18.0
I-1CE2D0B2CE,2026-09-11 18:08:19,Croissant de almendra,132,Norte,Viennoiserie,pza,18.0
I-94573D5039,2026-09-11 18:08:20,Eclair de cafe,95,Sur,Petit fours,pza,16.0
I-5C96EFBEB2,2026-09-11 18:08:20,Croissant de almendra,129,Norte,Viennoiserie,pza,18.0
I-6A03A74931,2026-09-11 18:08:21,Rol de canela,89,Norte,Viennoiserie,pza,15.0
I-0B2B97F856,2026-09-11 18:08:21,Macaron mixto,60,Plaza Obelie,Petit fours,pza,10.0
I-401D8EB4F3,2026-09-11 18:08:22,Galleta de mantequilla,149,Sur,Reposteria,pza,6.0
I-D8B37A2649,2026-09-11 18:08:22,Pastel de chocolate,46,Sur,Pasteles,pza,150.0
I-07AD53B29C,2026-09-11 18:08:23,Rol de canela,67,Plaza Obelie,Viennoiserie,pza,15.0
I-7388D943BE,2026-09-11 18:08:23,Rol de canela,31,Sur,Viennoiserie,pza,15.0
I-577AC5A3A3,2026-09-11 18:08:24,Croissant de almendra,135,Norte,Viennoiserie,pza,18.0
I-AF39253092,2026-09-11 18:08:25,Croissant de almendra,92,Sur,Viennoiserie,pza,18.0
I-4956F92C08,2026-09-11 18:08:25,Pastel de chocolate,26,Norte,Pasteles,pza,150.0
I-1FF2B21BD2,2026-09-11 18:08:26,Pastel de chocolate,43,Sur,Pasteles,pza,150.0
I-72D3684EC9,2026-09-11 18:08:26,Pastel de chocolate,136,Centro,Pasteles,pza,150.0
I-F08E22BB72,2026-09-11 18:08:27,Galleta de mantequilla,81,Centro,Reposteria,pza,6.0
I-816B9566F1,2026-09-11 18:08:28,Cheesecake de frutos rojos,80,Sur,Pasteles,pza,170.0
I-D1E25DA485,2026-09-11 18:08:29,Cheesecake de frutos rojos,23,Centro,Pasteles,pza,170.0
I-096274FDA5,2026-09-11 18:08:29,Galleta de mantequilla,81,Centro,Reposteria,pza,6.0
I-D174BABDD8,2026-09-11 18:08:30,Rol de canela,89,Norte,Viennoiserie,pza,15.0
I-9BF5DD9F37,2026-09-11 18:08:30,Pastel de chocolate,69,Plaza Obelie,Pasteles,pza,150.0
I-CBE1F0FC34,2026-09-11 18:08:31,Rol de canela,24,Centro,Viennoiserie,pza,15.0
I-DB7949D19B,2026-09-11 18:08:32,Baguette tradicional,80,Sur,Panaderia,pza,9.0
I-96088C5D11,2026-09-11 18:08:32,Tarta de frutas,100,Norte,Pasteles,pza,155.0
I-86F1909C06,2026-09-11 18:08:33,Baguette tradicional,104,Centro,Panaderia,pza,9.0
I-1946934495,2026-09-11 18:08:33,Macaron mixto,64,Sur,Petit fours,pza,10.0
I-BBED48A4EE,2026-09-11 18:08:34,Baguette tradicional,114,Centro,Panaderia,pza,9.0
I-B6FD473C43,2026-09-11 18:08:34,Croissant de almendra,73,Plaza Obelie,Viennoiserie,pza,18.0
I-103F335C99,2026-09-11 18:08:35,Brownie nogada,70,Sur,Reposteria,pza,20.0
I-561BE345D5,2026-09-11 18:08:35,Rol de canela,100,Norte,Viennoiserie,pza,15.0
I-02E6D60F11,2026-09-11 18:08:36,Eclair de cafe,106,Sur,Petit fours,pza,16.0
I-1939C47E4E,2026-09-11 18:08:37,Brownie nogada,33,Centro,Reposteria,pza,20.0
I-2249EB9E84,2026-09-11 18:08:37,Eclair de cafe,59,Norte,Petit fours,pza,16.0
I-F6BECACC0A,2026-09-11 18:08:38,Galleta de mantequilla,46,Plaza Obelie,Reposteria,pza,6.0
I-FFE5DDC1AF,2026-09-11 18:08:38,Tarta de frutas,74,Sur,Pasteles,pza,155.0
I-223034C599,2026-09-11 18:08:39,Macaron mixto,47,Norte,Petit fours,pza,10.0
I-68993D0F00,2026-09-11 18:08:39,Brownie nogada,63,Sur,Reposteria,pza,20.0
I-7DD6723730,2026-09-11 18:08:40,Croissant de almendra,95,Centro,Viennoiserie,pza,18.0
I-EF8E46D30B,2026-09-11 18:08:40,Croissant de almendra,99,Centro,Viennoiserie,pza,18.0
I-FFB0B68A7E,2026-09-11 18:08:41,Pastel de chocolate,29,Norte,Pasteles,pza,150.0
I-ECC679069C,2026-09-11 18:08:41,Croissant de almendra,135,Norte,Viennoiserie,pza,18.0
I-6844996BDC,2026-09-11 18:08:42,Brownie nogada,29,Centro,Reposteria,pza,20.0
I-A984DF3BA7,2026-09-11 18:08:42,Pastel de chocolate,81,Plaza Obelie,Pasteles,pza,150.0
I-4DDEEFA1D5,2026-09-11 18:08:43,Baguette tradicional,112,Norte,Panaderia,pza,9.0
I-0E1B884AFA,2026-09-11 18:08:43,Croissant de almendra,91,Centro,Viennoiserie,pza,18.0
I-1B5BA7B973,2026-09-11 18:08:44,Croissant de almendra,89,Sur,Viennoiserie,pza,18.0
I-A0320BE828,2026-09-11 18:08:44,Croissant de almendra,100,Centro,Viennoiserie,pza,18.0
I-6F266DE52E,2026-09-11 18:08:45,Macaron mixto,49,Norte,Petit fours,pza,10.0
I-B1401D446F,2026-09-11 18:08:45,Eclair de cafe,109,Sur,Petit fours,pza,16.0
I-C109B210D7,2026-09-11 18:08:46,Cheesecake de frutos rojos,81,Sur,Pasteles,pza,170.0
I-CDA2F708B9,2026-09-11 18:08:46,Tarta de frutas,102,Plaza Obelie,Pasteles,pza,155.0
I-7A7255BD53,2026-09-11 18:08:47,Brownie nogada,31,Centro,Reposteria,pza,20.0
I-D6E30B7B3A,2026-09-11 18:08:48,Pastel de chocolate,41,Norte,Pasteles,pza,150.0
I-9E91216B14,2026-09-11 18:08:48,Pastel de chocolate,133,Centro,Pasteles,pza,150.0
I-48A1AFE317,2026-09-11 18:08:49,Eclair de cafe,86,Centro,Petit fours,pza,16.0
I-2D4DAA7777,2026-09-11 18:08:49,Tarta de frutas,111,Norte,Pasteles,pza,155.0
I-213468A68B,2026-09-11 18:08:50,Galleta de mantequilla,79,Centro,Reposteria,pza,6.0
I-63E6B6F58F,2026-09-11 18:08:51,Galleta de mantequilla,123,Norte,Reposteria,pza,6.0
I-686F43C276,2026-09-11 18:08:51,Eclair de cafe,81,Centro,Petit fours,pza,16.0
I-65CEE1A0A8,2026-09-11 18:08:52,Croissant de almendra,110,Centro,Viennoiserie,pza,18.0
I-65F8AB73B0,2026-09-11 18:08:52,Galleta de mantequilla,45,Plaza Obelie,Reposteria,pza,6.0
I-B18AD82ECE,2026-09-11 18:08:53,Tarta de frutas,117,Norte,Pasteles,pza,155.0
I-C091193AF0,2026-09-11 18:08:54,Baguette tradicional,56,Plaza Obelie,Panaderia,pza,9.0
I-C6EB887127,2026-09-11 18:08:55,Rol de canela,112,Norte,Viennoiserie,pza,15.0
I-442B00802F,2026-09-11 18:08:55,Brownie nogada,38,Centro,Reposteria,pza,20.0
I-1D555C973A,2026-09-11 18:08:56,Tarta de frutas,79,Sur,Pasteles,pza,155.0
I-2C5DB1E754,2026-09-11 18:08:57,Tarta de frutas,74,Sur,Pasteles,pza,155.0
I-2D9E0B375E,2026-09-11 18:08:57,Baguette tradicional,76,Sur,Panaderia,pza,9.0
I-32EE733355,2026-09-11 18:08:58,Rol de canela,65,Plaza Obelie,Viennoiserie,pza,15.0
I-FB686A2B92,2026-09-11 18:08:59,Cheesecake de frutos rojos,46,Plaza Obelie,Pasteles,pza,170.0
I-9C6455291B,2026-09-11 18:08:59,Croissant de almendra,80,Plaza Obelie,Viennoiserie,pza,18.0
I-9BF19E48EA,2026-09-11 18:09:00,Macaron mixto,79,Centro,Petit fours,pza,10.0
I-A6F612FCDF,2026-09-11 18:09:00,Eclair de cafe,87,Plaza Obelie,Petit fours,pza,16.0
I-A10E1C76E7,2026-09-11 18:09:00,Galleta de mantequilla,147,Sur,Reposteria,pza,6.0
I-502A4F0AFD,2026-09-11 18:09:01,Macaron mixto,71,Centro,Petit fours,pza,10.0
I-4C2340CBD4,2026-09-11 18:09:02,Rol de canela,57,Plaza Obelie,Viennoiserie,pza,15.0
I-F1E941F3E8,2026-09-11 18:09:02,Tarta de frutas,73,Sur,Pasteles,pza,155.0
I-023DC78C37,2026-09-11 18:09:03,Galleta de mantequilla,40,Plaza Obelie,Reposteria,pza,6.0
I-511BB76356,2026-09-11 18:09:03,Rol de canela,34,Sur,Viennoiserie,pza,15.0
I-B60E7A36FF,2026-09-11 18:09:04,Macaron mixto,51,Norte,Petit fours,pza,10.0
I-7EF46AC92D,2026-09-11 18:09:05,Croissant de almendra,98,Sur,Viennoiserie,pza,18.0
I-4A774062DA,2026-09-11 18:09:05,Brownie nogada,40,Centro,Reposteria,pza,20.0
I-E4ECDA1C57,2026-09-11 18:09:06,Cheesecake de frutos rojos,25,Centro,Pasteles,pza,170.0
I-2A44C3DDB2,2026-09-11 18:09:07,Galleta de mantequilla,52,Plaza Obelie,Reposteria,pza,6.0
I-DD6191EBF9,2026-09-11 18:09:07,Baguette tradicional,74,Sur,Panaderia,pza,9.0
I-C87AEDB926,2026-09-11 18:09:08,Baguette tradicional,126,Centro,Panaderia,pza,9.0
I-1B62CA3139,2026-09-11 18:09:08,Eclair de cafe,63,Norte,Petit fours,pza,16.0
I-B96F2F11A0,2026-09-11 18:09:09,Macaron mixto,70,Sur,Petit fours,pza,10.0
