id_pago,id_venta,fecha_hora,metodo_pago,monto,estado,referencia
P-C40276A659,V-3A349DB750,2026-09-11 18:10:31,vale,45.0,aprobado,REF-7A92E13D
P-9EB8C46BB9,V-452784583C,2026-09-11 18:10:31,efectivo,252.0,aprobado,REF-263DA940
P-C8D778C0CB,V-22C8B5A90E,2026-09-11 18:10:32,transferencia,220.0,pendiente,REF-BE77DE36
P-491DBD1410,V-3600C90BED,2026-09-11 18:10:33,tarjeta,160.0,aprobado,REF-54794650
P-EF79847962,V-76EE380DD3,2026-09-11 18:10:33,tarjeta,18.0,pendiente,REF-D95D04FF
P-5632BA5052,V-FBA2654A4F,2026-09-11 18:10:33,tarjeta,84.0,aprobado,REF-5F6C48CD
P-C2EBEB89BA,V-902166A5DA,2026-09-11 18:10:34,efectivo,1950.0,pendiente,REF-608CAF69
P-F8E1D6014B,V-8FD41219D4,2026-09-11 18:10:34,tarjeta,56.0,pendiente,REF-FE5A1F73
P-D81044C9E2,V-BA29BA0D5D,2026-09-11 18:10:35,transferencia,96.0,aprobado,REF-CBA2C0A5
P-9DF9961184,V-6F10A3AFC7,2026-09-11 18:10:36,transferencia,1140.0,aprobado,REF-68CB2648
P-1CD4F7FDB1,V-94693B68C8,2026-09-11 18:10:36,vale,1950.0,aprobado,REF-C4F4891F
P-0E7FD17A53,V-A182AB8E45,2026-09-11 18:10:37,transferencia,168.0,aprobado,REF-6C419B42
P-A1056DDDF4,V-80836D7031,2026-09-11 18:10:37,efectivo,1140.0,pendiente,REF-B5EE76F3
P-874627C44F,V-12BA2C76AB,2026-09-11 18:10:38,efectivo,54.0,pendiente,REF-CC1E0FAF
P-4A20640F04,V-495CB3823A,2026-09-11 18:10:38,transferencia,2280.0,pendiente,REF-80C8A52E
P-FB85E400F9,V-2C14A44260,2026-09-11 18:10:39,transferencia,1900.0,aprobado,REF-9BE96191
P-B96C72BBDF,V-D50F3E29AE,2026-09-11 18:10:40,tarjeta,275.0,aprobado,REF-75F93729
P-DE13EB5444,V-C8C00880F2,2026-09-11 18:10:40,transferencia,90.0,aprobado,REF-7B4961E1
P-EE8F5858B1,V-4249873B6E,2026-09-11 18:10:41,transferencia,84.0,aprobado,REF-B8DFA169
P-B13A8E2A36,V-8A9FDB4312,2026-09-11 18:10:41,vale,54.0,aprobado,REF-6AFFC00B
P-85170309D6,V-FCD887A8DD,2026-09-11 18:10:42,efectivo,1900.0,aprobado,REF-FD440909
P-630FEC25E4,V-331DA3EACD,2026-09-11 18:10:43,vale,1140.0,pendiente,REF-DDFBF29D
P-8FEC2FB061,V-5A93DA9FBC,2026-09-11 18:10:43,vale,140.0,aprobado,REF-F5C1E387
P-7B8A01BA64,V-9B7E83F52F,2026-09-11 18:10:44,vale,1900.0,pendiente,REF-9B60BC56
P-8FB2736C72,V-37704FA244,2026-09-11 18:10:44,transferencia,1520.0,aprobado,REF-68802261
P-8C59F29907,V-C21AFE487D,2026-09-11 18:10:45,vale,144.0,pendiente,REF-275CF019
P-860C29C847,V-AAA11B05D0,2026-09-11 18:10:46,vale,1680.0,aprobado,REF-753199E2
P-678651F28A,V-E5CB90A23A,2026-09-11 18:10:46,tarjeta,780.0,aprobado,REF-81999645
P-36B55E15BD,V-CCFF6F6F5A,2026-09-11 18:10:47,efectivo,45.0,pendiente,REF-F2707EEC
P-C983B3DFE7,V-D84ECAB928,2026-09-11 18:10:47,efectivo,48.0,aprobado,REF-85697F61
P-1BA2C42A6E,V-9ABD5120B0,2026-09-11 18:10:48,tarjeta,55.0,aprobado,REF-E5284142
P-F1972F5870,V-8ED6B0FE83,2026-09-11 18:10:49,vale,160.0,pendiente,REF-5FB8EBCA
P-CEF1212B2A,V-C2BBA6F836,2026-09-11 18:10:49,tarjeta,1900.0,aprobado,REF-44024389
P-375F63C741,V-5B605D0E62,2026-09-11 18:10:50,efectivo,135.0,aprobado,REF-F9BAF6E9
P-0261F2BDDE,V-5A585AA422,2026-09-11 18:10:50,transferencia,112.0,aprobado,REF-5F919A50
P-F603B26122,V-E227B87C17,2026-09-11 18:10:51,efectivo,240.0,aprobado,REF-E36B7231
P-761B8EB992,V-9B0BD10E0F,2026-09-11 18:10:51,vale,64.0,aprobado,REF-B19A684B
P-BF37ED6DBF,V-9C20AD058A,2026-09-11 18:10:52,efectivo,56.0,aprobado,REF-5839425D
P-B48360BFB3,V-DCFCF7192D,2026-09-11 18:10:52,tarjeta,240.0,aprobado,REF-507AE33F
P-94757E1393,V-FD437A8CF6,2026-09-11 18:10:53,vale,42.0,pendiente,REF-FC831C09
P-2B4772694A,V-D1909F8DF6,2026-09-11 18:10:54,efectivo,240.0,aprobado,REF-F122CA8D
P-DB51E3AFAA,V-4C2AA00D4C,2026-09-11 18:10:54,vale,128.0,aprobado,REF-A107CEEC
P-DD79A37023,V-0D92CD3205,2026-09-11 18:10:54,efectivo,780.0,aprobado,REF-733CDF30
P-4FCDCF8F42,V-AC22BD4D0E,2026-09-11 18:10:55,efectivo,288.0,aprobado,REF-4DE3E596
P-FFC6B6BDCC,V-513EBE9F00,2026-09-11 18:10:56,transferencia,96.0,aprobado,REF-7E294F7E
P-AFE1034FE6,V-D551118443,2026-09-11 18:10:56,tarjeta,2280.0,aprobado,REF-91C21465
P-5CD442BDC3,V-7B7D74896C,2026-09-11 18:10:57,efectivo,1680.0,aprobado,REF-57072F5C
P-F412758D21,V-BC436A1617,2026-09-11 18:10:58,transferencia,1900.0,aprobado,REF-B7B0EA51
P-455C7A0DF4,V-6E5F3356C8,2026-09-11 18:10:58,transferencia,96.0,aprobado,REF-B8AF0756
P-771D12934D,V-0F6BC84E86,2026-09-11 18:10:59,transferencia,165.0,aprobado,REF-E8332CBE
P-48681D4132,V-23F8A094FC,2026-09-11 18:10:59,tarjeta,84.0,aprobado,REF-911B0F77
P-17057BE290,V-3F2A0DE953,2026-09-11 18:11:00,tarjeta,84.0,aprobado,REF-98E35C61
P-F7FCD14FA2,V-A3F807F416,2026-09-11 18:11:00,vale,160.0,aprobado,REF-2A39298A
P-0F60FB0E90,V-2593A1EAF1,2026-09-11 18:11:01,vale,330.0,pendiente,REF-CB946232
P-0C09F4B53A,V-95200919D8,2026-09-11 18:11:01,transferencia,28.0,aprobado,REF-29325299
P-F03FF85312,V-D6DE0AB0F8,2026-09-11 18:11:02,transferencia,144.0,aprobado,REF-0444E432
P-1571971317,V-4EC948E387,2026-09-11 18:11:03,vale,42.0,aprobado,REF-785E4905
P-BCBB907498,V-664E950D7B,2026-09-11 18:11:03,transferencia,420.0,aprobado,REF-A240CC4D
P-8FE6A8DA88,V-546BE789C1,2026-09-11 18:11:03,tarjeta,160.0,pendiente,REF-EA84577A
P-3BE8132F21,V-433F27C569,2026-09-11 18:11:04,efectivo,126.0,pendiente,REF-C8526C4B
P-83BAA2D4BD,V-DC67BBD3D2,2026-09-11 18:11:04,tarjeta,1560.0,aprobado,REF-3D099B1B
P-94BF62AD65,V-BB0983BAC2,2026-09-11 18:11:05,vale,1680.0,aprobado,REF-EDF2006E
P-6F30584A03,V-842FF3AF38,2026-09-11 18:11:05,tarjeta,144.0,aprobado,REF-1A2754E9
P-0AD49475DA,V-2702A91483,2026-09-11 18:11:06,efectivo,96.0,aprobado,REF-29EAB0A9
P-1B0DD13933,V-D58C7971C7,2026-09-11 18:11:07,transferencia,32.0,aprobado,REF-6EA24BA4
P-80122C648E,V-DC58980D9F,2026-09-11 18:11:07,tarjeta,2520.0,aprobado,REF-D14804D3
P-6C2FCAF657,V-1A033D047B,2026-09-11 18:11:08,vale,1520.0,aprobado,REF-C8A734B0
P-5B371B7888,V-FE3BDEEC1B,2026-09-11 18:11:09,tarjeta,380.0,aprobado,REF-C97BF987
P-AD42DC328C,V-1CC77152FC,2026-09-11 18:11:09,efectivo,760.0,aprobado,REF-21D361EF
P-C96634FFC2,V-A4A0ADD1CE,2026-09-11 18:11:10,transferencia,1560.0,aprobado,REF-2F4DE921
P-521E13DFB2,V-79E3F31C2B,2026-09-11 18:11:10,transferencia,45.0,aprobado,REF-47F26972
P-7C1F38AA52,V-BA837EFE04,2026-09-11 18:11:10,transferencia,330.0,aprobado,REF-E1C47AAE
P-E52A90D111,V-435D9581EE,2026-09-11 18:11:11,efectivo,55.0,aprobado,REF-DE101724
P-F7DB763673,V-1F497C3C26,2026-09-11 18:11:12,tarjeta,45.0,aprobado,REF-8683E311
P-40A7495B30,V-AEF1017189,2026-09-11 18:11:13,tarjeta,18.0,aprobado,REF-5A1A5CBD
P-72F847DD00,V-3FA2F3259E,2026-09-11 18:11:13,tarjeta,64.0,aprobado,REF-5EEC999F
P-ADA92A94C9,V-1F9E3CC76C,2026-09-11 18:11:14,tarjeta,1140.0,aprobado,REF-58B0576F
P-2716EDAD55,V-0031B32227,2026-09-11 18:11:14,tarjeta,140.0,aprobado,REF-2841883E
P-D20EAC3E96,V-7ED928ADC9,2026-09-11 18:11:15,transferencia,420.0,aprobado,REF-C36C9CD7
P-ACF38A8334,V-34EB2359D7,2026-09-11 18:11:15,vale,108.0,aprobado,REF-5216E26B
P-B262B4B35C,V-1A3367CB14,2026-09-11 18:11:16,vale,1900.0,pendiente,REF-23A4380B
P-B54AE8F212,V-66D230875B,2026-09-11 18:11:17,tarjeta,48.0,aprobado,REF-0344DE91
P-6BA6AA3C2C,V-8FC9288E90,2026-09-11 18:11:17,tarjeta,56.0,aprobado,REF-69CFBC95
P-33E96AF4B8,V-97F3A2B9B5,2026-09-11 18:11:18,transferencia,168.0,aprobado,REF-1B57BA7F
P-03D84FD5D3,V-E3F53541B2,2026-09-11 18:11:18,tarjeta,18.0,aprobado,REF-2CC8A840
P-DA971ECD52,V-2367C35346,2026-09-11 18:11:19,vale,192.0,aprobado,REF-14AEAA9D
P-647C5B3235,V-0DBC8DCA32,2026-09-11 18:11:19,efectivo,64.0,aprobado,REF-4B88176E
P-26583F162B,V-76BA21F42D,2026-09-11 18:11:20,efectivo,165.0,aprobado,REF-B9522985
P-0E0519719B,V-ED3D00D5DE,2026-09-11 18:11:21,vale,420.0,aprobado,REF-9CD02279
P-FC6B46256C,V-A682C80631,2026-09-11 18:11:21,efectivo,220.0,aprobado,REF-DA3AC3B7
P-9830F1ADA2,V-6C0464BAF7,2026-09-11 18:11:22,transferencia,1680.0,aprobado,REF-E5BD1598
P-A1262A4C50,V-041AF72C3C,2026-09-11 18:11:22,vale,420.0,pendiente,REF-8E37F281
P-6BE999C967,V-A49376709A,2026-09-11 18:11:23,vale,1170.0,aprobado,REF-8BEF87C1
P-DE9B266EC6,V-CB53CC8BB4,2026-09-11 18:11:23,efectivo,90.0,aprobado,REF-C36D0BC8
P-D6E3574049,V-F835D63E32,2026-09-11 18:11:24,vale,1520.0,aprobado,REF-C9B38D69
P-A5026AFF5A,V-FC41D9BE58,2026-09-11 18:11:24,vale,1680.0,aprobado,REF-0C88B6C9
P-B7F4C767F8,V-BB6BE24727,2026-09-11 18:11:25,transferencia,55.0,aprobado,REF-90B80946
P-16AF8845D7,V-B50F8C3F06,2026-09-11 18:11:26,efectivo,220.0,aprobado,REF-1B6EFAC9
P-22BA68B74D,V-AEC0A72A4D,2026-09-11 18:11:26,tarjeta,1260.0,aprobado,REF-F017269B
P-B3A6E60CA7,V-E997AD414F,2026-09-11 18:11:27,transferencia,110.0,aprobado,REF-A1BB4549
P-0D146A2A56,V-0A12D1F21A,2026-09-11 18:11:27,efectivo,64.0,aprobado,REF-EE58D5AE
P-73AD669ED7,V-C986BB90E4,2026-09-11 18:11:28,transferencia,1260.0,pendiente,REF-9208DA32
P-C19708EC83,V-DFF6C4B760,2026-09-11 18:11:28,efectivo,84.0,aprobado,REF-81BCD9E5
P-9524CD3802,V-EA8C8DB492,2026-09-11 18:11:28,efectivo,275.0,aprobado,REF-73241E4A
P-299C165457,V-E10F53079F,2026-09-11 18:11:29,efectivo,1950.0,aprobado,REF-16300A7D
P-1E5241E24B,V-3C7CEB7E45,2026-09-11 18:11:29,vale,1560.0,aprobado,REF-B2F1F036
P-1A1B0466AD,V-B0295CF152,2026-09-11 18:11:30,efectivo,126.0,pendiente,REF-F5A3731C
P-F7E7DC3A47,V-AF7DC0B31F,2026-09-11 18:11:30,transferencia,220.0,aprobado,REF-D2B7EDBD
P-F1BC765622,V-6980719642,2026-09-11 18:11:31,transferencia,54.0,aprobado,REF-F730E975
P-A75AAA00EB,V-1AF4DB1D20,2026-09-11 18:11:31,efectivo,96.0,aprobado,REF-D68248C3
P-422C09F980,V-50F5C26A09,2026-09-11 18:11:32,tarjeta,288.0,pendiente,REF-34A7AB94
P-B09E2E47D2,V-315FD7F5A8,2026-09-11 18:11:33,vale,220.0,aprobado,REF-D2C451E2
P-C5E51C3310,V-D48CD405F6,2026-09-11 18:11:33,transferencia,112.0,aprobado,REF-9D7CA5D3
P-F21DC9B6F5,V-B00A449450,2026-09-11 18:11:34,efectivo,252.0,aprobado,REF-3CD99C1C
P-BAB2088558,V-0879FCEF07,2026-09-11 18:11:34,vale,128.0,aprobado,REF-8958806B
P-A37F6794D4,V-D3FF6E64BD,2026-09-11 18:11:35,efectivo,144.0,aprobado,REF-6CBC056B
P-4C5503C126,V-77CBF50777,2026-09-11 18:11:35,tarjeta,42.0,aprobado,REF-D858B43D
P-2903EB4B91,V-04DB5B9402,2026-09-11 18:11:36,tarjeta,96.0,aprobado,REF-20DF2AE6
P-3EBC7B1FFD,V-A519CDC2AF,2026-09-11 18:11:37,tarjeta,90.0,aprobado,REF-B65AE241
P-6FB6C3C55C,V-17F69347E2,2026-09-11 18:11:37,vale,42.0,pendiente,REF-4548E8C1
P-8D45A6457D,V-3BECF3753B,2026-09-11 18:11:38,tarjeta,144.0,pendiente,REF-416B4F6B
P-3158F69A8B,V-1E68A0C850,2026-09-11 18:11:38,transferencia,2520.0,aprobado,REF-6545FACB
P-819C9C6420,V-FB8A895DCF,2026-09-11 18:11:39,transferencia,72.0,pendiente,REF-50B4B0C9
P-0D82927C1E,V-4C5BBDFCD6,2026-09-11 18:11:39,efectivo,168.0,pendiente,REF-7265BC70
P-793A032773,V-15A99E2327,2026-09-11 18:11:40,transferencia,56.0,aprobado,REF-07124CD3
P-DF8076199D,V-2F6D9C815E,2026-09-11 18:11:40,efectivo,1680.0,aprobado,REF-0747321A
P-CC0473F718,V-7C54803A5A,2026-09-11 18:11:40,tarjeta,56.0,aprobado,REF-081364B5
P-E7BC482DD4,V-0CB3E5878A,2026-09-11 18:11:41,efectivo,390.0,aprobado,REF-9A2B8AA7
P-243175EF40,V-B5EC686D19,2026-09-11 18:11:41,tarjeta,84.0,aprobado,REF-1898715F
P-435E1A539F,V-1F052ACBFB,2026-09-11 18:11:42,transferencia,210.0,aprobado,REF-144BFC96
P-B8F54E90AB,V-874006B248,2026-09-11 18:11:43,vale,135.0,aprobado,REF-E50ACEB0
P-482FB5ECBD,V-C4E9F220FB,2026-09-11 18:11:44,tarjeta,1680.0,aprobado,REF-DD2D90AE
P-529A9E19CB,V-F07500AE27,2026-09-11 18:11:44,transferencia,1520.0,aprobado,REF-89304515
P-2B0E8E8FAD,V-340D51A2BE,2026-09-11 18:11:45,tarjeta,56.0,aprobado,REF-D13EEED7
P-110B6262C2,V-186CA8957F,2026-09-11 18:11:45,efectivo,2520.0,aprobado,REF-A12C6010
P-A83B346687,V-A4D059BC52,2026-09-11 18:11:46,vale,1260.0,aprobado,REF-31A88BC8
P-10E54665A8,V-4AB33C24E7,2026-09-11 18:11:47,tarjeta,380.0,aprobado,REF-3B293915
P-40BEDF103E,V-912A8E69FC,2026-09-11 18:11:47,tarjeta,225.0,aprobado,REF-F11B60B5
P-D5439DA664,V-945E244376,2026-09-11 18:11:48,transferencia,42.0,aprobado,REF-73132D1C
P-56E9D2ED3D,V-E947D5766C,2026-09-11 18:11:48,vale,64.0,aprobado,REF-5D0C6D22
P-834B10522B,V-2FD4B86154,2026-09-11 18:11:49,tarjeta,84.0,aprobado,REF-1569C574
P-5BA1E1B396,V-E09F2594D8,2026-09-11 18:11:49,vale,48.0,aprobado,REF-DBD64B1F
P-8C51DDB56A,V-0A66439FDE,2026-09-11 18:11:50,tarjeta,270.0,pendiente,REF-C3648021
P-BFC404935E,V-E906D7DC6C,2026-09-11 18:11:50,efectivo,2340.0,pendiente,REF-C8738EB0
P-490EA895A1,V-E87A9FA908,2026-09-11 18:11:50,tarjeta,1260.0,aprobado,REF-358552F7
P-222A35864E,V-2D97D0E27F,2026-09-11 18:11:51,tarjeta,112.0,pendiente,REF-A696DB6B
P-8A799A0097,V-93466FD9F6,2026-09-11 18:11:51,transferencia,2340.0,pendiente,REF-2257BC8F
P-C8A60D13DC,V-F0AA5D5BA3,2026-09-11 18:11:52,efectivo,160.0,aprobado,REF-6850D033
P-A03F6E291F,V-C0C118772A,2026-09-11 18:11:53,efectivo,252.0,pendiente,REF-2F2F239D
P-1AC746633C,V-AB3423D27B,2026-09-11 18:11:53,vale,96.0,aprobado,REF-87B232E2
P-8F83FBEC3D,V-3B56A94B69,2026-09-11 18:11:54,efectivo,64.0,aprobado,REF-E5D552CB
P-A1F3404D2E,V-EABDB272B3,2026-09-11 18:11:55,transferencia,330.0,pendiente,REF-B1A820D5
P-F89019EFE0,V-69AD0F7948,2026-09-11 18:11:55,vale,72.0,aprobado,REF-2B77EE01
P-210BB2D5F1,V-DE93A145CC,2026-09-11 18:11:56,tarjeta,45.0,aprobado,REF-A6A0A9D0
P-9A38FDBBEA,V-5F68B554DA,2026-09-11 18:11:56,tarjeta,760.0,aprobado,REF-8E65E2E6
P-DC26FFC22A,V-21A5BA928E,2026-09-11 18:11:57,vale,112.0,pendiente,REF-98F49B72
P-730653309E,V-FAE5FA05AF,2026-09-11 18:11:58,tarjeta,288.0,aprobado,REF-B11DD323
P-1FD3B28841,V-15627F351D,2026-09-11 18:11:58,efectivo,128.0,aprobado,REF-CC87A137
P-9BFA2D6926,V-2A51614D64,2026-09-11 18:11:59,transferencia,140.0,aprobado,REF-86B51F9F
P-AAA45DEA9E,V-9A7B4698B2,2026-09-11 18:11:59,transferencia,192.0,aprobado,REF-284AFE1A
P-00A92F7A22,V-C09D442040,2026-09-11 18:12:00,tarjeta,32.0,aprobado,REF-44A128DB
P-DF86597BB0,V-4A6A04179D,2026-09-11 18:12:00,efectivo,1520.0,aprobado,REF-A5C2B4B3
P-2BF18814CE,V-2FF3F7EB2D,2026-09-11 18:12:01,transferencia,192.0,aprobado,REF-0A909FF9
P-72A00F7E8D,V-346C133AFA,2026-09-11 18:12:02,tarjeta,225.0,aprobado,REF-03393EEE
P-3C61A89928,V-36A0823718,2026-09-11 18:12:03,tarjeta,90.0,pendiente,REF-B170F7C1
P-7486690911,V-C49332E410,2026-09-11 18:12:03,vale,165.0,aprobado,REF-51890060
P-E0A97885F7,V-979A096734,2026-09-11 18:12:04,tarjeta,90.0,aprobado,REF-3E66ACE2
P-AFE73576CE,V-31B49229E2,2026-09-11 18:12:04,vale,1140.0,aprobado,REF-29CDAB58
P-76E61F6E84,V-448D6B80B5,2026-09-11 18:12:04,tarjeta,1900.0,aprobado,REF-9A1E44BA
P-813E7A3FC8,V-28149A571E,2026-09-11 18:12:05,tarjeta,72.0,aprobado,REF-4067CE22
P-8AD3734B20,V-E9B0A648AA,2026-09-11 18:12:05,efectivo,210.0,aprobado,REF-139A4C19
P-91978D376E,V-3D211BD4AA,2026-09-11 18:12:06,vale,36.0,pendiente,REF-62FCD261
P-D81C1C6ACE,V-54BA8C8B2E,2026-09-11 18:12:06,vale,2280.0,aprobado,REF-5252BD5C
P-E8FB632D64,V-C849B417D0,2026-09-11 18:12:07,tarjeta,1140.0,aprobado,REF-4A6ABC7E
P-F268C365D1,V-D5A6587FBB,2026-09-11 18:12:07,efectivo,275.0,aprobado,REF-F3B485A4
P-C16CDFFFD6,V-26428AE5A4,2026-09-11 18:12:08,efectivo,192.0,aprobado,REF-6947387F
P-8F80227FE4,V-B36F9ACC1B,2026-09-11 18:12:09,efectivo,168.0,aprobado,REF-04B6EE2B
P-863DC68EB5,V-F9C637602A,2026-09-11 18:12:09,vale,168.0,aprobado,REF-CA5C12F9
P-9F8774E4C9,V-B146D8F7E8,2026-09-11 18:12:10,efectivo,28.0,aprobado,REF-BDB17501
P-371C45BA58,V-AEAEBA55C1,2026-09-11 18:12:11,vale,840.0,aprobado,REF-6F1352BA
P-78249E8319,V-67A46FFA2D,2026-09-11 18:12:11,tarjeta,108.0,pendiente,REF-9AF1EB77
P-CE0E6FBAF3,V-D5384DF64F,2026-09-11 18:12:12,vale,380.0,aprobado,REF-18C28888
P-912C4A05DD,V-1C650512CA,2026-09-11 18:12:13,transferencia,168.0,aprobado,REF-03F08AD9
P-2F022DB944,V-A533366F34,2026-09-11 18:12:13,transferencia,380.0,pendiente,REF-9455090A
P-463E2B7435,V-17F910CD79,2026-09-11 18:12:14,tarjeta,55.0,aprobado,REF-F2E6676F
P-F9609C1E61,V-3DD3AE7BD6,2026-09-11 18:12:14,transferencia,252.0,pendiente,REF-B30B885E
P-F5513FC9F7,V-3FDC4E3CD1,2026-09-11 18:12:15,vale,96.0,aprobado,REF-F1BF50FF
P-AC2EB28331,V-2E6760D830,2026-09-11 18:12:15,tarjeta,192.0,pendiente,REF-40FF3211
P-2623023B31,V-0875031D33,2026-09-11 18:12:16,tarjeta,270.0,aprobado,REF-14F482BA
P-55DFB55737,V-091A415F55,2026-09-11 18:12:16,vale,28.0,aprobado,REF-57B1AF01
P-2F7448C5BC,V-E378B5D458,2026-09-11 18:12:17,vale,330.0,aprobado,REF-B8EAD7B0
P-944E501A86,V-6C2C8D1B76,2026-09-11 18:12:17,tarjeta,288.0,aprobado,REF-C5C11EC0
P-651E91B25E,V-2B2F716492,2026-09-11 18:12:18,tarjeta,1260.0,aprobado,REF-ACB7B29F
P-FB868C47CB,V-5DC68F019D,2026-09-11 18:12:18,vale,96.0,pendiente,REF-82CD0775
P-52CD08815A,V-0B98FAE94C,2026-09-11 18:12:19,efectivo,108.0,pendiente,REF-2AC203E7
P-4E446D9949,V-F4BC093F31,2026-09-11 18:12:19,transferencia,288.0,aprobado,REF-41548E82
P-08AF95C70C,V-185F55E576,2026-09-11 18:12:20,transferencia,210.0,aprobado,REF-495602DF
P-5D843E1AF1,V-9A46487284,2026-09-11 18:12:21,efectivo,420.0,aprobado,REF-0D096194
P-E9DDF0483B,V-C2B65D0440,2026-09-11 18:12:21,efectivo,1950.0,aprobado,REF-BC396BD1
P-BC5EC4AC80,V-46E62F54ED,2026-09-11 18:12:22,vale,84.0,pendiente,REF-5561D841
P-C81D617817,V-9A0309676A,2026-09-11 18:12:22,transferencia,252.0,aprobado,REF-798B7AD6
P-44A832AD5A,V-8F533DB862,2026-09-11 18:12:23,vale,54.0,pendiente,REF-4576FE20
P-47E4BF4D12,V-C0FF1A1417,2026-09-11 18:12:23,tarjeta,225.0,pendiente,REF-26E818B8
P-0AB71ED543,V-C1A5969EE2,2026-09-11 18:12:24,efectivo,2520.0,pendiente,REF-4C080365
P-4787B4F033,V-E15D98D45E,2026-09-11 18:12:24,tarjeta,1520.0,aprobado,REF-6AEE6952
P-A721AAE48C,V-9130175672,2026-09-11 18:12:25,tarjeta,1170.0,aprobado,REF-1A2C4770
P-638992A47B,V-2BD5921CDC,2026-09-11 18:12:25,vale,144.0,pendiente,REF-1DD17AA4
P-6B63E1B71D,V-0A5112CA3A,2026-09-11 18:12:26,vale,168.0,aprobado,REF-5AE1B157
P-179EE2C723,V-6F80072C62,2026-09-11 18:12:26,efectivo,36.0,aprobado,REF-7C5F62BA
P-643CD4136B,V-3A50108E06,2026-09-11 18:12:27,tarjeta,252.0,aprobado,REF-E9427812
P-827AE3BAC9,V-2C9D032F13,2026-09-11 18:12:27,vale,270.0,aprobado,REF-2AD19182
P-20D87F8BB2,V-688261E360,2026-09-11 18:12:28,tarjeta,112.0,aprobado,REF-6BBB4A96
P-168F7F3B48,V-8239AC7C4E,2026-09-11 18:12:28,tarjeta,28.0,aprobado,REF-B1F73848
P-9029AC9C6E,V-0E97A47AE2,2026-09-11 18:12:29,efectivo,2520.0,pendiente,REF-D1B4290D
P-0029ED3F63,V-AE4371109D,2026-09-11 18:12:29,vale,1560.0,aprobado,REF-30A9F39D
P-FC2F896CF4,V-A0EB2DA95C,2026-09-11 18:12:30,vale,2100.0,aprobado,REF-82E9D876
P-67584C0824,V-0743A8CE24,2026-09-11 18:12:31,efectivo,42.0,aprobado,REF-ADFC9570
P-0E7315CB37,V-C166588400,2026-09-11 18:12:31,vale,128.0,aprobado,REF-8736B363
P-C925818EBA,V-44881DC0A5,2026-09-11 18:12:32,tarjeta,1260.0,aprobado,REF-76A58CA8
P-9D648FFCE0,V-C192DEA95C,2026-09-11 18:12:33,vale,84.0,aprobado,REF-6C73441B
P-00DC30BA69,V-CF871243FF,2026-09-11 18:12:33,vale,64.0,aprobado,REF-4A7A533B
P-196D045C42,V-00A7CE81DD,2026-09-11 18:12:34,efectivo,288.0,pendiente,REF-2AD934F2
P-86C002C162,V-A85A9C3792,2026-09-11 18:12:34,transferencia,54.0,pendiente,REF-CA3EACE5
P-0D2E42F8F2,V-12F7437B75,2026-09-11 18:12:35,efectivo,144.0,aprobado,REF-ADD1C12F
P-8F67E45582,V-029C819C2C,2026-09-11 18:12:35,tarjeta,275.0,aprobado,REF-876D0046
P-104590AB82,V-58B256B289,2026-09-11 18:12:36,vale,126.0,aprobado,REF-61772129
P-00B07885A9,V-A92A766C6C,2026-09-11 18:12:37,efectivo,54.0,aprobado,REF-128E0338
P-AAECD2318A,V-82D134889F,2026-09-11 18:12:37,tarjeta,1680.0,pendiente,REF-A8CF7377
P-37C8995C40,V-51C8D5CE3B,2026-09-11 18:12:38,efectivo,64.0,pendiente,REF-2C1D170C
P-C28F3BE2A1,V-92F42014C2,2026-09-11 18:12:38,vale,56.0,aprobado,REF-19D0CB2E
P-ED2A16603B,V-F63E276E1A,2026-09-11 18:12:39,tarjeta,1680.0,aprobado,REF-46114CDE
P-B71A15AC6E,V-695DA4A63A,2026-09-11 18:12:39,efectivo,84.0,aprobado,REF-96B944D2
P-FFDDDD5B03,V-D1E37A23EB,2026-09-11 18:12:40,transferencia,192.0,aprobado,REF-CEFDE920
P-4EA4449B2F,V-FB468CAAF2,2026-09-11 18:12:40,tarjeta,780.0,pendiente,REF-528DB815
P-F9931CC69C,V-C5F4DFEF0F,2026-09-11 18:12:41,vale,168.0,aprobado,REF-55101DF4
P-8F2C960207,V-0108CBE293,2026-09-11 18:12:42,transferencia,108.0,aprobado,REF-02367766
P-16D335AAAB,V-2021540A5E,2026-09-11 18:12:42,tarjeta,28.0,aprobado,REF-CE34180B
P-07B9951EBE,V-D6EEE138F4,2026-09-11 18:12:43,vale,2340.0,aprobado,REF-A0B25E5D
P-C9244A785F,V-554BD72B2A,2026-09-11 18:12:44,tarjeta,192.0,pendiente,REF-B02837FC
P-B945D30070,V-4333D70290,2026-09-11 18:12:44,vale,192.0,aprobado,REF-CE449E6A
P-09D87FB70B,V-8716E6C7C3,2026-09-11 18:12:45,efectivo,1560.0,aprobado,REF-8456DDBB
P-24175329D4,V-4AF310D0D9,2026-09-11 18:12:45,transferencia,56.0,aprobado,REF-5D32D01A
P-6E6B2A2B6D,V-3D1081197C,2026-09-11 18:12:46,vale,140.0,pendiente,REF-0E6B8C2E
P-42E5875D3E,V-127D2E3A28,2026-09-11 18:12:46,vale,84.0,aprobado,REF-B9C45864
P-4A1AC53429,V-BC9A1F67CC,2026-09-11 18:12:47,tarjeta,240.0,aprobado,REF-9F6511B4
P-73725ACD11,V-DDD1EAB344,2026-09-11 18:12:48,vale,72.0,pendiente,REF-88D8BB26
